h1,h2,h3,h4,t1,t2,t3,t4,t,abp1,abp2,abp3,abp4,abp5
1.048,0.241,0.352,0.111,0.192,0.328,0.4,0.12,0.576,75.95,88.55,85.95,81.75,75.85
1.05,0.248,0.355,0.107,0.192,0.328,0.408,0.12,0.576,75.85,89.75,86.35,82.5,77.3
1.031,0.211,0.31,0.099,0.192,0.328,0.4,0.12,0.576,77.3,91.65,87.55,84.65,79.25
0.991,0.143,0.231,0.088,0.184,0.32,0.392,0.112,0.576,79.25,92.9,87.15,84.3,78.6
0.996,0.195,0.312,0.117,0.176,0.32,0.392,0.112,0.568,78.6,92.9,86.45,83,76.75
1.038,0.265,0.371,0.106,0.192,0.328,0.4,0.112,0.584,76.75,88.5,86.15,82.25,78
1.034,0.236,0.342,0.106,0.176,0.312,0.392,0.104,0.568,78,90.7,85.95,81.7,76.45
1.063,0.253,0.359,0.106,0.192,0.32,0.4,0.12,0.576,76.45,87.8,86.15,81.75,76.5
1.05,0.256,0.359,0.103,0.192,0.328,0.4,0.12,0.576,76.5,88.55,86.6,83.1,77.85
1.028,0.205,0.3,0.095,0.184,0.328,0.4,0.12,0.584,77.85,94.7,87.9,85,80.85
0.99,0.159,0.227,0.068,0.176,0.32,0.384,0.104,0.568,80.85,92.6,87.4,84.35,77.75
1.013,0.211,0.303,0.092,0.184,0.32,0.4,0.112,0.576,77.75,91.8,86.4,82.85,76.6
1.05,0.249,0.377,0.128,0.192,0.328,0.4,0.12,0.584,76.6,89.2,86.05,82.5,76.05
1.055,0.27,0.378,0.108,0.192,0.328,0.4,0.12,0.584,76.05,89.2,86.05,82.25,75.85
1.031,0.219,0.33,0.111,0.192,0.328,0.4,0.12,0.576,75.85,89,85.95,81.9,75.5
1.048,0.245,0.359,0.114,0.2,0.336,0.408,0.128,0.592,75.5,89.1,86.25,83,77.65
1.021,0.189,0.294,0.105,0.184,0.32,0.4,0.112,0.6,77.65,92.95,87.35,84.1,83.3
0.986,0.129,0.209,0.08,0.16,0.304,0.376,0.096,0.568,83.3,94.6,86.8,83.8,77.85
1.03,0.214,0.322,0.108,0.184,0.32,0.392,0.112,0.576,77.85,90.1,85.95,83.05,75.35
1.059,0.242,0.373,0.131,0.2,0.336,0.408,0.12,0.584,75.35,88.15,85.65,81.85,74.55
1.032,0.24,0.358,0.118,0.2,0.336,0.416,0.128,0.6,74.55,90,85,81.15,75.15
1.024,0.211,0.332,0.121,0.192,0.328,0.4,0.12,0.568,75.15,87.9,85.05,81.25,74.15
1.066,0.249,0.359,0.11,0.216,0.352,0.424,0.144,0.608,74.15,89,86.15,83.1,76.8
0.987,0.16,0.263,0.103,0.192,0.328,0.408,0.12,0.592,76.8,91.25,87.15,83.4,78.55
0.958,0.111,0.213,0.102,0.176,0.32,0.392,0.104,0.576,78.55,91.6,86.35,82.5,76.25
1.054,0.233,0.341,0.108,0.184,0.328,0.4,0.112,0.584,76.25,91.75,85.75,82.2,75.45
1.042,0.232,0.368,0.136,0.192,0.328,0.408,0.12,0.592,75.45,90.95,85.15,81.55,75
1.03,0.214,0.333,0.119,0.192,0.336,0.408,0.12,0.584,75,90.85,85.25,81.5,74.5
1.018,0.229,0.349,0.12,0.208,0.344,0.424,0.136,0.592,74.5,87.45,85.25,81.25,74.8
1.034,0.23,0.343,0.113,0.208,0.344,0.416,0.136,0.608,74.8,89.45,86.15,83.4,77.25
0.979,0.153,0.254,0.101,0.184,0.328,0.4,0.12,0.584,77.25,93.55,87.15,83.75,76.45
0.952,0.117,0.22,0.103,0.192,0.328,0.408,0.12,0.592,76.45,89.85,85.6,81.95,76.1
1.042,0.23,0.364,0.134,0.184,0.32,0.408,0.112,0.584,76.1,90.7,85.05,81,75.05
1.035,0.232,0.363,0.131,0.192,0.328,0.408,0.12,0.584,75.05,89,85.1,81,75
1.011,0.195,0.324,0.129,0.192,0.328,0.408,0.12,0.576,75,88.55,85.15,80.55,74.4
1.026,0.229,0.353,0.124,0.2,0.336,0.416,0.128,0.592,74.4,87.9,85.65,81.05,76.65
1.026,0.233,0.333,0.1,0.184,0.328,0.4,0.112,0.584,76.65,91.85,86.75,83.45,79.7
0.961,0.15,0.234,0.084,0.176,0.32,0.384,0.104,0.568,79.7,93.15,87.15,84.35,77.5
0.962,0.148,0.243,0.095,0.184,0.328,0.4,0.112,0.576,77.5,91.15,86.1,82.7,76.45
1.033,0.253,0.355,0.102,0.192,0.328,0.4,0.112,0.576,76.45,88.7,85.7,82.25,75.8
1.02,0.245,0.37,0.125,0.192,0.328,0.4,0.12,0.576,75.8,89.25,85.3,82,75.15
1.018,0.253,0.358,0.105,0.192,0.336,0.408,0.12,0.584,75.15,90.75,85.7,81.55,75.35
1.029,0.245,0.354,0.109,0.192,0.328,0.408,0.12,0.584,75.35,90.25,85.85,82.1,76.6
1.036,0.24,0.334,0.094,0.192,0.328,0.4,0.12,0.584,76.6,91.3,87,84.25,78.75
0.969,0.148,0.215,0.067,0.184,0.328,0.392,0.112,0.608,78.75,92.4,87.1,84.35,87.3
0.978,0.165,0.258,0.093,0.152,0.288,0.36,0.08,0.544,87.3,90.85,85.85,83.2,76.2
1.068,0.278,0.376,0.098,0.192,0.328,0.4,0.12,0.584,76.2,89.6,85.85,82.65,76.2
1.034,0.247,0.37,0.123,0.192,0.328,0.408,0.12,0.568,76.2,88.15,85.45,81,75.05
1.029,0.236,0.368,0.132,0.2,0.336,0.408,0.128,0.584,75.05,88.55,85.5,81.65,75.35
1.051,0.256,0.357,0.101,0.192,0.328,0.408,0.12,0.576,75.35,90.2,86.1,82.35,76.65
1.069,0.214,0.313,0.099,0.192,0.328,0.408,0.12,0.584,76.65,92.3,87.2,84,79.6
0.993,0.145,0.227,0.082,0.184,0.328,0.392,0.104,0.576,79.6,91.65,87.45,84.05,79.65
0.979,0.154,0.26,0.106,0.176,0.32,0.392,0.104,0.568,79.65,91.45,86.5,83,77.5
1.067,0.257,0.37,0.113,0.184,0.32,0.4,0.112,0.568,77.5,90.4,86.05,82.1,76.25
1.037,0.234,0.349,0.115,0.192,0.328,0.408,0.12,0.576,76.25,90.2,85.95,81.75,76.4
1.021,0.221,0.351,0.13,0.192,0.328,0.416,0.12,0.568,76.4,89,86.25,80.65,75.9
1.036,0.23,0.32,0.09,0.2,0.336,0.408,0.128,0.576,75.9,88.85,86.6,83.2,77.45
1.032,0.213,0.312,0.099,0.192,0.336,0.408,0.12,0.584,77.45,93.25,88,84.8,81
0.996,0.121,0.2,0.079,0.176,0.32,0.384,0.104,0.568,81,93.65,87.8,84.95,79.25
0.968,0.158,0.26,0.102,0.176,0.312,0.392,0.104,0.568,79.25,93,86.7,83.4,77.25
1.071,0.273,0.373,0.1,0.192,0.328,0.4,0.112,0.576,77.25,90,86.85,83.2,76.85
1.032,0.241,0.346,0.105,0.192,0.328,0.4,0.12,0.552,76.85,90.4,86.5,82.85,75.8
1.021,0.226,0.335,0.109,0.216,0.352,0.432,0.144,0.608,75.8,90.9,86.5,82.1,77.05
1.034,0.24,0.341,0.101,0.192,0.328,0.4,0.12,0.584,77.05,89.8,87,83.8,79.3
1.03,0.239,0.328,0.089,0.184,0.32,0.4,0.112,0.576,79.3,92.65,88.3,85.1,80.7
0.977,0.178,0.229,0.051,0.176,0.32,0.392,0.104,0.584,80.7,95.05,88.05,84.6,80.6
1.017,0.192,0.284,0.092,0.176,0.312,0.384,0.104,0.568,80.6,91.4,87.15,84,77.15
1.079,0.272,0.37,0.098,0.192,0.328,0.4,0.12,0.576,77.15,91.1,86.8,83.45,76.25
1.053,0.253,0.36,0.107,0.2,0.336,0.416,0.128,0.584,76.25,90.75,86.6,82.25,75.75
1.062,0.245,0.355,0.11,0.208,0.344,0.416,0.128,0.584,75.75,88.2,86.7,82.25,75.75
1.042,0.24,0.343,0.103,0.208,0.344,0.416,0.136,0.592,75.75,90.1,87.2,83.75,77.05
1.022,0.204,0.263,0.059,0.2,0.336,0.408,0.128,0.6,77.05,92.4,88.2,85.25,80.3
0.966,0.112,0.189,0.077,0.176,0.32,0.384,0.104,0.576,80.3,93.95,87.3,84.95,78.3
1.016,0.212,0.312,0.1,0.184,0.32,0.392,0.112,0.576,78.3,91.05,86.35,83.7,76.6
1.077,0.266,0.377,0.111,0.192,0.328,0.408,0.12,0.584,76.6,90.9,86.1,82.4,75.9
1.055,0.24,0.351,0.111,0.192,0.328,0.408,0.12,0.592,75.9,91.25,85.8,82,76.2
1.068,0.245,0.354,0.109,0.192,0.328,0.4,0.112,0.576,76.2,88.35,85.85,82,75.9
1.05,0.243,0.346,0.103,0.2,0.336,0.416,0.128,0.592,75.9,90.6,86.7,83.25,77.55
1.026,0.203,0.27,0.067,0.192,0.328,0.376,0.12,0.576,77.55,92.25,88.2,86.6,77.4
0.959,0.105,0.194,0.089,0.192,0.336,0.408,0.128,0.592,77.4,93.8,86.95,83.55,76.8
1.039,0.224,0.329,0.105,0.184,0.328,0.4,0.12,0.584,76.8,93.45,86.25,83,76.2
1.071,0.256,0.367,0.111,0.192,0.328,0.408,0.12,0.584,76.2,90.9,85.85,82.25,75.9
1.045,0.24,0.349,0.109,0.192,0.328,0.408,0.12,0.584,75.9,91.45,85.5,82,75.25
1.048,0.235,0.347,0.112,0.2,0.336,0.416,0.128,0.584,75.25,89.45,85.75,81.85,75.45
1.04,0.242,0.354,0.112,0.208,0.344,0.416,0.136,0.608,75.45,90.6,86.8,84,78.2
0.991,0.177,0.257,0.08,0.184,0.328,0.4,0.112,0.584,78.2,93.3,87.85,84.35,77.1
1.013,0.181,0.266,0.085,0.192,0.328,0.408,0.12,0.584,77.1,91.55,86.5,82.95,75.5
1.037,0.237,0.345,0.108,0.208,0.344,0.416,0.128,0.6,75.5,89.2,86.25,82.65,74.9
1.049,0.254,0.364,0.11,0.208,0.344,0.416,0.136,0.6,74.9,88.65,85.95,82,74.35
1.035,0.237,0.349,0.112,0.208,0.344,0.416,0.128,0.6,74.35,87.8,85.8,81.55,74.8
0.989,0.207,0.332,0.125,0.2,0.336,0.408,0.128,0.592,74.8,87.05,85.85,81.75,76.05
1.044,0.221,0.315,0.094,0.192,0.336,0.384,0.12,0.544,76.05,91.15,87.2,85.35,76.45
0.06,0.033,0.988,0.955,0.056,0.096,0.232,0.032,0.376,76.45,79.85,94.95,92.2,87.3
0.087,-0.275,0.713,0.988,0.064,0.256,0.432,0.032,0.576,87.3,84.1,78.45,93.15,86
0.105,-0.219,0.854,1.073,0.072,0.256,0.448,0.032,0.584,86,83.25,76.25,89.2,85.7
0.112,-0.206,0.86,1.066,0.08,0.248,0.448,0.032,0.584,85.7,81.9,75.15,89.2,85.3
0.124,-0.202,0.849,1.051,0.08,0.256,0.448,0.04,0.584,85.3,81.2,75.6,88.75,85.25
0.117,-0.183,0.84,1.023,0.08,0.248,0.448,0.04,0.584,85.25,80.9,75.05,88.15,85.7
0.108,-0.192,0.837,1.029,0.072,0.256,0.44,0.032,0.576,85.7,82.3,77.45,91.75,87.2
0.093,-0.243,0.743,0.986,0.072,0.264,0.44,0.04,0.592,87.2,84.35,80.35,92.15,87.5
0.071,-0.27,0.722,0.992,0.056,0.24,0.424,0.024,0.56,87.5,83.95,77.75,90.9,85.85
0.104,-0.209,0.846,1.055,0.072,0.256,0.448,0.04,0.584,85.85,83.1,76.4,89.45,85.7
0.102,-0.211,0.834,1.045,0.072,0.248,0.448,0.032,0.584,85.7,82.6,75.45,88.15,85.6
0.105,-0.219,0.825,1.044,0.072,0.248,0.44,0.032,0.584,85.6,81.75,75.1,90.35,85.45
0.109,-0.211,0.849,1.06,0.072,0.24,0.44,0.032,0.584,85.45,81.35,74.4,91.3,85.95
0.109,-0.201,0.836,1.037,0.08,0.248,0.44,0.032,0.584,85.95,82.05,76.45,92.65,87.2
0.124,-0.223,0.77,0.993,0.072,0.272,0.432,0.032,0.576,87.2,84,83.25,93.8,86.95
0.079,-0.246,0.771,1.017,0.064,0.256,0.44,0.024,0.576,86.95,84.4,77.3,91.1,86
0.093,-0.239,0.844,1.083,0.08,0.256,0.456,0.04,0.592,86,82.35,75.55,89.2,85.85
0.111,-0.206,0.825,1.031,0.08,0.248,0.448,0.04,0.584,85.85,81.7,75.4,88.1,85.15
0.109,-0.181,0.842,1.023,0.072,0.24,0.44,0.032,0.576,85.15,81.5,74.85,88.7,85.1
0.123,-0.223,0.832,1.055,0.088,0.256,0.448,0.04,0.584,85.1,80.4,76.2,89.2,86.3
0.104,-0.241,0.78,1.021,0.072,0.248,0.44,0.032,0.576,86.3,83.4,77.3,91.25,87.7
0.101,-0.226,0.737,0.963,0.072,0.248,0.432,0.032,0.576,87.7,84.9,78.55,94.25,87.55
0.063,-0.205,0.695,0.9,0.072,0.272,0.44,0.032,0.576,87.55,84.45,82.6,90.8,87.1
0.104,-0.177,0.82,0.997,0.072,0.248,0.44,0.024,0.584,87.1,83.8,76.6,93.85,87.35
0.097,-0.206,0.756,0.962,0.064,0.256,0.448,0.032,0.576,87.35,84.65,78.3,87.9,86.1
0.113,-0.178,0.794,0.972,0.088,0.256,0.448,0.04,0.584,86.1,82.65,77.1,92.4,87.15
0.104,-0.099,0.686,0.785,0.072,0.248,0.448,0.04,0.576,87.15,84.4,75.25,94.5,87.85
0.185,-0.165,0.821,0.986,0.088,0.264,0.456,0.04,0.592,87.85,85.05,77.8,95.6,88.9
0.13,-0.213,0.707,0.92,0.072,0.28,0.448,0.032,0.584,88.9,86.35,84.6,92.6,87.85
0.055,-0.484,0.668,1.152,0.064,0.232,0.44,0.032,0.576,87.85,86.3,76.9,93.3,87.7
0.202,-0.182,1.021,1.203,0.08,0.256,0.448,0.032,0.584,87.7,84.1,76.6,91.8,87.8
0.109,-0.266,0.869,1.135,0.072,0.264,0.448,0.032,0.584,87.8,84,78.5,90.8,87.2
0.112,-0.328,0.878,1.206,0.064,0.256,0.448,0.032,0.576,87.2,84.1,78.25,89.15,86.6
0.093,-0.295,0.852,1.147,0.072,0.264,0.448,0.04,0.584,86.6,84,79.3,92.6,87.8
0.086,-0.263,0.807,1.07,0.072,0.256,0.448,0.04,0.584,87.8,85.85,79.6,92.25,89.15
0.067,-0.294,0.681,0.975,0.064,0.264,0.44,0.032,0.576,89.15,86.7,81.55,92.25,87.9
0.068,-0.282,0.779,1.061,0.064,0.264,0.448,0.032,0.584,87.9,85.6,79.2,91.5,87.45
0.114,-0.202,0.854,1.056,0.072,0.248,0.448,0.04,0.584,87.45,84.4,76.85,91.95,87.15
0.086,-0.229,0.823,1.052,0.072,0.256,0.456,0.04,0.592,87.15,83.95,76.65,90.35,87.2
0.05,-0.358,0.735,1.093,0.032,0.256,0.456,0.016,0.592,87.2,86.5,76.5,89.55,87.4
0.109,-0.206,0.841,1.047,0.072,0.256,0.456,0.032,0.592,87.4,83.55,77.15,90.6,88.15
0.094,-0.248,0.775,1.023,0.064,0.256,0.448,0.032,0.584,88.15,85.45,78.85,92.5,88.75
0.067,-0.328,0.644,0.972,0.064,0.256,0.448,0.032,0.584,88.75,86.4,78.95,90.8,87.2
0.075,-0.254,0.802,1.056,0.072,0.256,0.448,0.032,0.592,87.2,84.45,77.5,91.1,86.6
0.093,-0.221,0.828,1.049,0.072,0.232,0.448,0.032,0.576,86.6,83.7,76.15,88.1,86.35
0.075,-0.279,0.782,1.061,0.072,0.248,0.456,0.04,0.584,86.35,83.3,76.3,88.55,86.05
0.111,-0.252,0.802,1.054,0.072,0.264,0.456,0.04,0.584,86.05,83.1,77.45,87.3,85.15
0.102,-0.411,0.828,1.239,0.072,0.256,0.456,0.032,0.592,85.15,82.05,78.55,89.4,87.85
0.081,-0.281,0.741,1.022,0.072,0.256,0.44,0.032,0.584,87.85,85.3,80.5,92.4,89.05
0.055,-0.324,0.645,0.969,0.056,0.248,0.424,0.024,0.56,89.05,85.75,80,94.35,85.1
0.066,-0.3,0.773,1.073,0.064,0.248,0.448,0.032,0.592,85.1,87,77.1,91.95,87.7
0.097,-0.2,0.77,0.97,0.064,0.248,0.44,0.032,0.576,87.7,85.05,77.4,91.4,87.75
0.087,-0.174,0.741,0.915,0.08,0.248,0.44,0.04,0.576,87.75,83.95,76.8,91.45,86.6
0.092,-0.19,0.793,0.983,0.08,0.24,0.448,0.04,0.584,86.6,82.85,76.75,90.5,87.75
0.098,-0.191,0.788,0.979,0.072,0.248,0.44,0.032,0.576,87.75,84.45,78.5,92.4,88.85
0.088,-0.208,0.756,0.964,0.072,0.24,0.432,0.032,0.568,88.85,86,79.8,95.15,89.55
0.067,-0.259,0.784,1.043,0.072,0.256,0.44,0.032,0.576,89.55,86.65,80.6,94.15,89.1
0.061,-0.234,0.77,1.004,0.072,0.264,0.44,0.032,0.576,89.1,86.25,82.2,94.65,89.15
0.066,-0.292,0.611,0.903,0.064,0.264,0.448,0.032,0.576,89.15,87.35,82.55,90.85,89.35
0.059,-0.251,0.808,1.059,0.048,0.256,0.448,0.032,0.568,89.35,88.1,81.4,90.4,89.55
0.162,-0.082,0.795,0.877,0.088,0.264,0.448,0.04,0.584,89.55,85.95,82.85,92.15,90.75
0.024,-0.46,0.294,0.754,0.056,0.272,0.432,0.024,0.568,90.75,88.45,91.3,95.3,92.95
0.019,-0.395,0.341,0.736,0.056,0.28,0.424,0.024,0.56,92.95,90.15,96.6,98.55,92.85
0.045,-0.342,0.546,0.888,0.064,0.272,0.432,0.032,0.576,92.85,90.7,89.75,97.4,90.95
0.067,-0.236,0.747,0.983,0.064,0.256,0.424,0.032,0.56,90.95,88.55,86.5,95.05,90.95
0.078,-0.183,-0.14,0.043,0.072,0.216,0.224,0.032,0.264,90.95,88,80.05,80.15,85.4
1.05,0.335,0.435,0.1,0.168,0.296,0.376,0.096,0.464,85.4,95.35,90.25,87.7,81.6
0.09,-0.063,0.936,0.999,0.008,0.096,0.272,0,0.408,81.6,81.2,83.4,95.15,90.8
0.106,-0.237,0.753,0.99,0.072,0.256,0.44,0.032,0.568,90.8,87.4,82.65,93.6,91.15
0.076,-0.286,0.724,1.01,0.048,0.264,0.44,0.032,0.576,91.15,90.55,84.75,98.3,92.75
0.095,-0.263,0.709,0.972,0.072,0.264,0.432,0.032,0.568,92.75,90.5,88.05,98.65,92.6
0.075,-0.317,0.623,0.94,0.064,0.272,0.432,0.032,0.568,92.6,90.25,88.85,97.55,91.45
0.087,-0.266,0.685,0.951,0.064,0.28,0.448,0.032,0.576,91.45,89.5,87.5,94,91.15
0.106,-0.255,0.721,0.976,0.072,0.264,0.448,0.032,0.576,91.15,88.55,82.2,94.3,90.7
0.118,-0.261,0.754,1.015,0.08,0.28,0.448,0.04,0.576,90.7,87.65,84.95,94.7,90.45
0.113,-0.256,0.784,1.04,0.072,0.28,0.456,0.04,0.576,90.45,88.15,84.25,93.3,90.55
0.11,-0.272,0.799,1.071,0.088,0.272,0.456,0.04,0.584,90.55,88.35,84.05,95.4,92.45
0.091,-0.322,0.752,1.074,0.056,0.272,0.44,0.032,0.576,92.45,91.45,87.8,97.75,92.5
0.072,-0.384,0.682,1.066,0.064,0.272,0.44,0.032,0.576,92.5,89.9,86.4,96.5,91.3
0.094,-0.334,0.758,1.092,0.072,0.272,0.448,0.032,0.584,91.3,88.5,84.05,94,90.75
0.105,-0.313,0.775,1.088,0.064,0.264,0.448,0.032,0.576,90.75,88,82.05,92.45,90.45
0.11,-0.294,0.766,1.06,0.072,0.272,0.448,0.032,0.584,90.45,87.35,82.4,94.2,90.2
0.113,-0.27,0.777,1.047,0.072,0.264,0.44,0.032,0.576,90.2,86.75,81.95,96,90.45
0.112,-0.275,0.779,1.054,0.072,0.272,0.44,0.032,0.576,90.45,88.05,85.7,97.65,91.95
0.093,-0.331,0.706,1.037,0.072,0.272,0.44,0.032,0.576,91.95,89.6,88.4,95.65,91.8
0.072,-0.346,0.693,1.039,0.064,0.272,0.432,0.024,0.568,91.8,88.7,87.2,96.95,90.35
0.094,-0.287,0.755,1.042,0.072,0.28,0.448,0.04,0.576,90.35,87.75,85.7,93.3,90
0.103,-0.28,0.747,1.027,0.08,0.272,0.448,0.04,0.584,90,86.5,81.75,94.35,90
0.101,-0.284,0.735,1.019,0.08,0.264,0.448,0.032,0.584,90,85.75,80.55,92.6,89.8
0.114,-0.271,0.758,1.029,0.072,0.264,0.44,0.032,0.576,89.8,86,81.25,95.3,89.9
0.108,-0.264,0.787,1.051,0.08,0.272,0.44,0.04,0.576,89.9,87.2,84.6,97.75,91.25
0.108,-0.278,0.774,1.052,0.08,0.272,0.44,0.04,0.576,91.25,88.65,85.3,97.55,90.7
0.103,-0.283,0.78,1.063,0.072,0.28,0.448,0.04,0.584,90.7,87.9,84.65,95.15,89.75
0.104,-0.271,0.793,1.064,0.072,0.264,0.448,0.032,0.584,89.75,86.95,79.85,95.15,89.1
0.108,-0.276,0.769,1.045,0.08,0.272,0.448,0.04,0.584,89.1,85.75,81.15,93.35,89.1
0.112,-0.265,0.776,1.041,0.072,0.264,0.448,0.032,0.576,89.1,85.75,80.25,91.25,88.75
0.121,-0.26,0.779,1.039,0.08,0.264,0.448,0.04,0.584,88.75,85.25,80.35,94,90
0.107,-0.277,0.789,1.066,0.08,0.264,0.448,0.032,0.584,90,86.6,82.85,94.6,91.65
0.097,-0.299,0.741,1.04,0.064,0.264,0.432,0.032,0.568,91.65,89.1,85.8,96.95,90.35
0.097,-0.286,0.76,1.046,0.072,0.272,0.448,0.04,0.584,90.35,87.7,83.1,93.45,89.75
0.102,-0.268,0.757,1.025,0.064,0.272,0.44,0.032,0.568,89.75,87.1,83.65,94.25,89
0.106,-0.264,0.767,1.031,0.08,0.28,0.456,0.04,0.592,89,86.35,81.85,93.2,89.8
0.104,-0.27,0.759,1.029,0.08,0.264,0.44,0.032,0.576,89.8,85.4,81.05,94.25,89.7
0.107,-0.252,0.772,1.024,0.072,0.256,0.44,0.032,0.576,89.7,86.15,80.5,95.85,90.45
0.101,-0.263,0.794,1.057,0.072,0.264,0.44,0.04,0.576,90.45,88.2,83.65,97.85,91.95
0.098,-0.284,0.759,1.043,0.072,0.264,0.44,0.032,0.576,91.95,89.6,84.25,97.3,91.15
0.088,-0.298,0.728,1.026,0.08,0.272,0.44,0.04,0.576,91.15,88,84.1,96.6,90.05
0.104,-0.246,0.778,1.024,0.08,0.272,0.448,0.04,0.576,90.05,86.85,82.75,93.75,89.5
0.102,-0.246,0.758,1.004,0.08,0.264,0.448,0.04,0.584,89.5,86.6,80.6,94,89.9
0.106,-0.243,0.768,1.011,0.072,0.264,0.448,0.032,0.576,89.9,86.45,81.25,92.3,89.75
0.105,-0.252,0.751,1.003,0.08,0.272,0.448,0.04,0.584,89.75,86.25,82.7,95.85,90.95
0.107,-0.245,0.768,1.013,0.08,0.272,0.44,0.032,0.576,90.95,87.75,85.65,98.3,92.05
0.098,-0.274,0.727,1.001,0.072,0.272,0.44,0.032,0.576,92.05,89.75,85.45,98.45,91.05
0.088,-0.291,0.704,0.995,0.072,0.28,0.448,0.032,0.584,91.05,88.5,85.25,95,90.1
0.101,-0.242,0.771,1.013,0.072,0.28,0.448,0.032,0.584,90.1,87.3,84.45,94.5,89.85
0.107,-0.244,0.737,0.981,0.088,0.272,0.448,0.032,0.584,89.85,85.6,82.25,93.5,89.8
0.125,-0.229,0.774,1.003,0.072,0.264,0.448,0.032,0.584,89.8,86.35,80.4,93.55,90
0.112,-0.241,0.751,0.992,0.072,0.272,0.448,0.032,0.584,90,86.65,82.85,94.7,91.25
0.113,-0.23,0.781,1.011,0.072,0.272,0.44,0.032,0.576,91.25,88.15,85.75,97.35,91.85
0.1,-0.27,0.709,0.979,0.072,0.272,0.44,0.032,0.576,91.85,89.4,85.7,96.25,90.5
0.102,-0.271,0.753,1.024,0.072,0.264,0.44,0.032,0.576,90.5,88,82.3,96,89.6
0.112,-0.25,0.775,1.025,0.08,0.272,0.448,0.04,0.576,89.6,86.65,82.4,93.55,89.2
0.114,-0.249,0.754,1.003,0.08,0.272,0.448,0.04,0.576,89.2,86.35,81.95,93.15,88.9
0.116,-0.267,0.742,1.009,0.08,0.272,0.448,0.04,0.584,88.9,86,82.2,92.55,90.05
0.114,-0.275,0.74,1.015,0.072,0.256,0.432,0.032,0.568,90.05,86.35,82.2,96.65,91.2
0.104,-0.281,0.766,1.047,0.072,0.272,0.44,0.04,0.576,91.2,88.45,86.4,97.4,92.2
0.091,-0.312,0.683,0.995,0.064,0.272,0.432,0.032,0.568,92.2,90.1,87.7,97.4,90.45
0.101,-0.274,0.769,1.043,0.072,0.272,0.44,0.04,0.576,90.45,88.2,85.25,94.45,90
0.106,-0.266,0.771,1.037,0.072,0.256,0.44,0.032,0.568,90,86.85,81.4,92.5,89.55
0.113,-0.249,0.753,1.002,0.08,0.272,0.44,0.04,0.576,89.55,86.15,84.05,93.95,89.9
0.115,-0.252,0.774,1.026,0.072,0.256,0.44,0.032,0.568,89.9,86.35,80.95,92.95,89.75
0.116,-0.258,0.768,1.026,0.08,0.264,0.44,0.04,0.576,89.75,86.7,83,96.6,91.2
0.093,-0.286,0.753,1.039,0.08,0.256,0.432,0.04,0.568,91.2,88.15,84.45,97.5,92.3
0.092,-0.316,0.702,1.018,0.08,0.272,0.432,0.032,0.568,92.3,88.8,88.5,96.85,90.9
0.089,-0.306,0.744,1.05,0.072,0.272,0.44,0.032,0.576,90.9,88.05,85.4,95.2,90.6
0.1,-0.292,0.747,1.039,0.072,0.272,0.44,0.032,0.576,90.6,87.4,84.4,94.6,90.25
0.113,-0.271,0.768,1.039,0.08,0.264,0.44,0.032,0.576,90.25,86.1,82.35,93.5,90.05
0.112,-0.25,0.793,1.043,0.072,0.264,0.44,0.032,0.568,90.05,86.4,82.25,94.25,89.8
0.111,-0.255,0.771,1.026,0.08,0.272,0.448,0.04,0.584,89.8,87.5,83.3,96.4,91.4
0.104,-0.301,0.728,1.029,0.072,0.272,0.44,0.032,0.576,91.4,89.1,87.15,96.3,92.45
0.072,-0.327,0.682,1.009,0.072,0.264,0.432,0.024,0.568,92.45,89.1,85.5,96.35,90.6
0.1,-0.281,0.759,1.04,0.08,0.264,0.44,0.032,0.568,90.6,87.2,83.25,94.25,90.2
0.109,-0.269,0.778,1.047,0.08,0.264,0.448,0.04,0.576,90.2,87,81.25,93.1,89.55
0.113,-0.26,0.789,1.049,0.08,0.264,0.448,0.04,0.576,89.55,86.4,81.75,92.2,89.55
0.115,-0.259,0.802,1.061,0.072,0.264,0.44,0.032,0.576,89.55,86.85,82.3,94.45,90.05
0.111,-0.266,0.793,1.059,0.064,0.256,0.44,0.032,0.568,90.05,87.65,81.9,95.25,90.9
0.116,-0.264,0.807,1.071,0.088,0.264,0.44,0.04,0.576,90.9,87.8,84.1,97.4,92.2
0.107,-0.297,0.764,1.061,0.072,0.264,0.432,0.032,0.576,92.2,89.1,84.55,98.1,91.25
0.094,-0.277,0.774,1.051,0.064,0.264,0.44,0.032,0.568,91.25,88.2,83.55,94,90.1
0.103,-0.264,0.769,1.033,0.08,0.28,0.448,0.04,0.576,90.1,87,84.95,93.55,89.35
0.11,-0.252,0.79,1.042,0.072,0.272,0.448,0.04,0.584,89.35,87.4,82.6,93.75,89.6
0.12,-0.258,0.796,1.054,0.072,0.264,0.44,0.032,0.576,89.6,86.65,81.75,94.35,90.2
0.109,-0.269,0.769,1.038,0.072,0.264,0.44,0.032,0.576,90.2,87.15,82.75,96.65,91.3
0.107,-0.262,0.807,1.069,0.072,0.272,0.44,0.04,0.576,91.3,88.8,86.4,98,92.55
0.096,-0.297,0.721,1.018,0.072,0.264,0.44,0.032,0.576,92.55,89.2,83.45,96.55,91.15
0.101,-0.265,0.752,1.017,0.072,0.264,0.44,0.032,0.576,91.15,88.05,82.1,96.7,90
0.114,-0.245,0.759,1.004,0.072,0.272,0.448,0.04,0.576,90,87.45,82.9,93.55,89.55
